,event_id,investigation_type,accident_number,event_date,location,country,latitude,longitude,airport_code,airport_name,injury_severity,aircraft_damage,aircraft_category,registration_number,make,model,amateur_built,number_of_engines,engine_type,far_description,schedule,purpose_of_flight,air_carrier,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,publication_date
71006,20111101X24606,Accident,CEN12WA046,2011-10-28,"Toulouse, France",France,,,LFBO,Toulouse Blagnac,Fatal,Substantial,Airplane,OE-FKG,piper,PA-31T,No,2.0,Turbo Prop,NUSN,,Personal,,3.0,0.0,1.0,0.0,,,Under the jurisdiction and control of the French government.,03-11-2020
71017,20111031X25724,Accident,ERA12FA056,2011-10-31,"Key West, FL",United States,243322N,0814534W,EYW,Key West International Airport,Non-Fatal,Substantial,Airplane,N480JJ,gulfstream,G150,No,2.0,Turbo Fan,091,,Personal,HENDRICK MOTORSPORTS AVIATION,0.0,3.0,1.0,0.0,VMC,,"The pilot in command's failure to follow the normal landing procedures (placing engines into reverse thrust first and then brake), his delayed decision to continue the landing or go-around, and the flight crew's failure to follow emergency procedures once a perceived loss of brakes occurred. Contributing to the seriousness of the passenger's injury was the improper securing of the passenger seat by maintenance personnel.",25-09-2020
71027,20111103X34623,Incident,ERA12IA060,2011-11-03,"Key West, FL",United States,243322N,0814534W,EYW,Key West International,Non-Fatal,Minor,Airplane,N938D,cessna,550,No,2.0,Turbo Fan,091,,Business,South Aviation,0.0,0.0,0.0,5.0,VMC,,"The pilots failure to appropriately apply the landing gear wheel brakes after landing, to properly perform the hard brake pedal-no braking condition procedure following the reported brake failure and to apply the emergency brakes. The reason for the reported brake failure could not be determined because postincident examination did not reveal any malfunctions or failures that would have precluded normal operation of the brakes.",25-09-2020
71033,20111109X52521,Incident,ERA12WA067,2011-11-04,"Quibdo, Colombia",Colombia,054124N,0763830W,SKUI,El Carano Airport,Non-Fatal,Minor,Airplane,HK4417,cessna,402,No,2.0,Reciprocating,NUSC,NSCH,,AeroEjecutivos De Antioquia S.A.,0.0,0.0,0.0,10.0,VMC,,,03-11-2020
71044,20111109X90044,Accident,WPR12LA030,2011-11-08,"Cheyenne, WY",United States,041920N,1044837W,CYS,Cheyenne Regional Airport,Non-Fatal,Substantial,Airplane,N39EH,piper,PA-31T,No,2.0,Turbo Prop,135,NSCH,,TRAVELAIRE SERVICE INC,0.0,0.0,0.0,4.0,VMC,,The flight crews failure to properly latch the cabin door before takeoff.,25-09-2020
71050,20111111X12732,Accident,CEN12FA058,2011-11-10,"Alamosa, CO",United States,372414N,1055135W,ALS,San Luis Valley Regional,Fatal,Destroyed,Airplane,N337LC,cessna,337G,No,2.0,Reciprocating,091,,Personal,LAMP MINISTRY INC,1.0,0.0,0.0,0.0,VMC,,"The loss of power to the rear engine due to fuel starvation during takeoff, which resulted from the fuel selector valve being inadvertently moved to the off position, and resulted in the airplanes inability to climb. ",25-09-2020
71051,20111123X33825,Accident,CEN12CA079,2011-11-10,"College Station, TX",United States,303939N,0962959W,,,Non-Fatal,Substantial,Airplane,N8188R,beech,95-B55 (T42A),No,2.0,Reciprocating,091,,Business,SOUTH DELTA AVIATION INC,0.0,2.0,0.0,0.0,VMC,,"The total loss of engine power from both engines, which resulted from fuel exhaustion due to the pilots inadequate pre-flight preparation.",25-09-2020
71052,20120224X25922,Accident,DCA12CA043,2011-11-10,"Minneapolis, MN",United States,044524N,0931336W,KMSP,MINNEAPOLIS-ST PAUL INTL/WOLD-,Non-Fatal,Substantial,Airplane,N331NW,airbus industrie,A320 211,No,2.0,Turbo Fan,121,SCHD,,DELTA AIR LINES INC,0.0,0.0,0.0,150.0,Unk,,"In-flight collision with birds during initial climb, which resulted in substantial damage to the aircraft.",25-09-2020
71053,20120403X51953,Accident,CEN12WA223,2011-11-10,"Cottens, Eswatini",Eswatini,464537N,0007230E,,,Fatal,Destroyed,Airplane,HB-LOT,piper,PA-31,No,,Reciprocating,NUSN,,Unknown,,1.0,0.0,0.0,0.0,IMC,,"The accident investigation is under the jurisdiction and control of the Swiss government. This report is for informational purposes only and contains only information released by or obtained from the Swiss government or the Swiss Accident Investigation Board. Further information pertaining to this accident may be obtained from:

Swiss Accident Investigation Board SAIB
Aéropôle 1, Route de Morens
CH-1530 Payerne
Switzerland",03-11-2020
71056,20111114X85154,Accident,CEN12CA062,2011-11-11,"Connersville, IN",United States,394153N,0085752W,KCEV,Mettel Field Airport,Non-Fatal,Substantial,Airplane,N6685S,beech,58,No,2.0,Reciprocating,091,,Instructional,SKY CASTLE AVIATION LLC,0.0,2.0,0.0,0.0,VMC,,The pilot's failure to maintain directional control of the airplane during landing.,25-09-2020
71062,20111113X32052,Accident,CEN12LA061,2011-11-12,"Gladewater, TX",United States,323126N,0945811W,07F,Gladewater Municipal Airport,Non-Fatal,Substantial,Airplane,N531MH,cessna,401A,No,2.0,Reciprocating,091,,Personal,,0.0,4.0,1.0,0.0,VMC,,The pilots failure to maintain control of the airplane during the landing and attempted go-around in a gusty crosswind.,25-09-2020
71071,20111117X13241,Accident,CEN12WA068,2011-11-13,"Katowice, Poland",Poland,502732N,0185726E,,,Fatal,Substantial,Airplane,SP-IKP,cirrus,SR22,No,,Reciprocating,NUSN,,Unknown,Private,4.0,0.0,0.0,0.0,IMC,,,03-11-2020
71072,20111115X04247,Accident,ERA12WA072,2011-11-14,"Cayman Brac, Cayman Islands",Cayman Islands,194454N,0079456W,,,Fatal,Substantial,Airplane,XB-LLD,cessna,210,No,,Reciprocating,NUSN,,Unknown,,2.0,0.0,0.0,0.0,,,,03-11-2020
71079,20111116X31506,Accident,CEN12LA066,2011-11-16,"Flint, MI",United States,425755N,0834437W,FNT,Bishop International Airport,Non-Fatal,Substantial,Airplane,N168SL,piaggio aero industries spa,P180,No,2.0,Turbo Prop,091K,NSCH,,AVANTAIR INC,0.0,4.0,0.0,0.0,VMC,,"The captain's failure to maintain directional control during landing with one engine inoperative. Contributing to the accident was an improperly installed clevis pin in the left engine power lever, the crews delay in accurately identifying their heading, and their subsequent selection of a runway with a strong crosswind.",25-09-2020
71082,20111117X91407,Accident,ERA12FA074,2011-11-17,"Ulysses, PA",United States,415621N,0774131W,,,Non-Fatal,Substantial,Airplane,N54552,beech,95-C55,No,2.0,Reciprocating,091,,Business,EKL LEASING CORPORATION,0.0,0.0,4.0,0.0,IMC,,"The total loss of left engine power due to fuel starvation, and the pilots improper configuration of the fuel system during remedial actions, which resulted in fuel starvation of the right engine. Contributing to the accident was the pilots incomplete preflight inspection and the pilots operation of the airplane with a known faulty fuel quantity indicating system.",25-09-2020
71084,20111118X00713,Accident,WPR12FA040,2011-11-18,"Casper, WY",United States,043124N,0106218W,CPR,Casper/Natrona County Airport,Fatal,Substantial,Airplane,N357,cessna,T337,No,2.0,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,IMC,,The pilot's failure to maintain airspeed and airplane control while maneuvering in low visibility and icing conditions.,25-09-2020
71087,20111201X31832,Incident,OPS12WA150,2011-11-18,"Toronto, Canada",Canada,434020N,0793649W,,,Non-Fatal,Unknown,Airplane,N620AE,embraer,EMB-145LR,No,2.0,Turbo Fan,121,SCHD,,AMERICAN EAGLE AIRLINES INC,0.0,0.0,0.0,48.0,,,,25-09-2020
71088,20111121X04949,Accident,ERA12CA079,2011-11-19,"Lyman, MS",United States,303037N,0089850W,MS82,Shade Tree Field,Non-Fatal,Substantial,Airplane,N75Q,beech,C-45G,No,2.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,7.0,VMC,,The collapse of the right main landing gear during landing due to an encounter with soft terrain.,25-09-2020
71101,20111207X84146,Accident,ERA12WA102,2011-11-22,"Alto Alegre, Brazil",Brazil,024413N,0062110W,,,Fatal,Substantial,Airplane,PT-IOT,cessna,210,No,,Reciprocating,NUSN,,Personal,Paramazonia Taxi Aereo Ltda,1.0,0.0,0.0,0.0,,,,03-11-2020
71103,20111128X54402,Accident,CEN12CA084,2011-11-23,"Moline, IL",United States,412652N,0903033W,MLI,Quad Cities International,Non-Fatal,Substantial,Airplane,N544PS,cessna,550,No,2.0,Turbo Fan,091,,Ferry,PWS AIR LLC,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain clearance from the parked, unoccupied airplane while taxiing. Contributing to the accident was the guidance provided by the marshaller.",25-09-2020
71106,20111201X92112,Incident,ERA12WA091,2011-11-23,"Quibdo, Colombia",Colombia,054124N,0763830W,SKUI,El Carano Airport,Non-Fatal,Minor,Airplane,HK1263,piper,PA23,No,2.0,Reciprocating,NUSC,NSCH,,Aerolineas Alas de Colombia LTDA.,0.0,0.0,0.0,5.0,VMC,,,03-11-2020
71109,20111124X85300,Accident,WPR12MA046,2011-11-24,"Apache Junction, AZ",United States,332621N,0111272W,FFZ,Falcon Field,Fatal,Destroyed,Airplane,N690SM,rockwell,690,No,2.0,Turbo Prop,091,,Personal,Ponderosa Aviation,6.0,0.0,0.0,0.0,VMC,,"The pilot's failure to maintain a safe ground track and altitude combination for the moonless night visual flight rules flight, which resulted in controlled flight into terrain. Contributing to the accident were the pilot's complacency and lack of situational awareness and his failure to use air traffic control visual flight rules flight following or minimum safe altitude warning services. Also contributing to the accident was the airplane's lack of onboard terrain awareness and warning system equipment. 

Member Sumwalt filed a concurring statement that can be found in the public docket for this accident. Member Weener joined the statement.


 


 

",25-09-2020
71112,20111125X60955,Accident,WPR12LA047,2011-11-25,"Sedona, AZ",United States,345054N,1114716W,SEZ,Sedona Airport,Non-Fatal,Substantial,Airplane,N8059M,cessna,310I,No,2.0,Reciprocating,091,,Personal,CHAPPELL HUBERT H,0.0,0.0,0.0,4.0,VMC,,"The collapse of the right main landing gear after landing for a reason that could not be determined because postaccident examination did not reveal any anomalies that would have precluded normal operation, and postaccident testing could not be performed due to damage.",25-09-2020
71121,20111207X85428,Accident,DCA12WA019,2011-11-26,"Huambo, Angola",Angola,124818S,0154554E,FNHU,Albano Machado Airport,Non-Fatal,Substantial,Airplane,N811DE,gulfstream american corp.,G 1159,No,2.0,Turbo Fan,NUSN,,Personal,,0.0,0.0,0.0,10.0,,,,25-09-2020
71126,20111129X93953,Accident,CEN12FA086,2011-11-29,"Riverwoods, IL",United States,042952N,0875353W,PWK,Chicago Executive Airport,Fatal,Substantial,Airplane,N59773,piper,PA-31-350,No,2.0,Reciprocating,135,NSCH,,TRANS NORTH AVIATION LTD,3.0,1.0,1.0,0.0,VMC,,"The pilot's inadequate preflight planning and in-flight decision-making, which resulted in a loss of engine power due to fuel exhaustion during approach. Contributing to the accident was the pilot's decision to operate an airplane after using illicit drugs.",25-09-2020
71127,20111130X00216,Incident,ERA12IA090,2011-11-29,"Nantucket, MA",United States,411511N,0070337W,ACK,Nantucket Memorial Airport,Non-Fatal,Minor,Airplane,N303PJ,cessna,402B,No,2.0,Reciprocating,091,,Personal,NANTUCKET EXPRESS LLC,0.0,0.0,0.0,1.0,VMC,,"The failure of the right main fuel tank transfer pump, which resulted in a total loss of engine power on the right engine during approach due to fuel starvation, and a subsequent hard landing. Contributing to the incident was the pilot's operation of the airplane with a low fuel quantity.",25-09-2020
71129,20111129X24104,Accident,CEN12FA088,2011-11-30,"New Orleans, LA",United States,030219N,0090125W,NEW,Lakefront Airport,Fatal,Minor,Airplane,N6485L,"piper aircraft, inc.",PA-31,No,2.0,Reciprocating,091,,Ferry,,1.0,1.0,0.0,0.0,VMC,,"The pilot's fatal  cardiac event, which resulted in the inflight loss of control of the airplane. Contributing to the accident was the pilot's use of impairing medications and operation of the airplane with disqualifying medical conditions.",25-09-2020
71132,20111201X20300,Accident,WPR12LA051,2011-12-01,"Seattle, WA",United States,473148N,0122187W,BFI,Boeing Field/King County Inter,Non-Fatal,Substantial,Airplane,N2163N,piper,PA-44-180,No,2.0,Reciprocating,091,,Instructional,HILLSBORO AVIATION INC,0.0,2.0,0.0,0.0,VMC,,"The flight instructors failure to maintain airplane control during a go-around.",25-09-2020
71133,20111201X54000,Accident,ERA12FA093,2011-12-01,"Fulton, NY",United States,432017N,0762425W,FZY,Oswego County Airport,Fatal,Substantial,Airplane,N865JT,wing john r,Wittman Tailwind,Yes,,Reciprocating,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,"The pilot's failure to maintain adequate airspeed, which resulted in an aerodynamic stall. Contributing to the accident was a partial loss of engine power due to the formation of carburetor ice.",25-09-2020
71138,20111208X41332,Accident,WPR12LA057,2011-12-01,"Modesto, CA",United States,373637N,1222244W,,,Non-Fatal,Unknown,Airplane,N547UA,boeing,757-222,No,2.0,Turbo Jet,121,SCHD,,United Airlines,0.0,0.0,1.0,151.0,VMC,,"The flight's encounter with known severe turbulence associated with mountain wave activity, which resulted in a flight attendant sustaining a broken ankle.",25-09-2020
71139,20111209X35527,Incident,OPS12IA167,2011-12-01,"Chicago, IL",United States,414645N,0874614W,MDW,Chicago Midway,Non-Fatal,Unknown,Airplane,N432WN,boeing,737-7H4,No,2.0,Turbo Fan,121,SCHD,,SOUTHWEST AIRLINES CO,0.0,0.0,0.0,85.0,VMC,,"The tower local controller did not ensure that the runway was clear of conflict before directing the B737 to cross the runway, and other air traffic control personnel did not effectively intervene when the separation between the two airplanes became questionable.",25-09-2020
71140,20111202X62845,Accident,CEN12LA095,2011-12-02,"Midland, TX",United States,032232N,0102451W,MDD,Midland Airpark,Non-Fatal,Destroyed,Airplane,N90QL,beech,F90,No,,Turbo Prop,091,,Positioning,QUALITY LEASE AIR SERVICES LLC,0.0,0.0,1.0,0.0,IMC,,"The pilot's failure to maintain the recommended airspeed for icing conditions and his subsequent loss of airplane control while flying the airplane under autopilot control in severe icing conditions, contrary to the airplane's handbook. Contributing to the accident was the pilot's failure to divert from an area of severe icing. Also contributing to the accident was the lack of an advisory for potential hazardous icing conditions over the destination area.",25-09-2020
71142,20111205X75757,Incident,ERA12IA097,2011-12-02,"Ocoee, FL",United States,283824N,0081390W,,,Non-Fatal,Unknown,Airplane,N576CS,cessna,560XL,No,2.0,Turbo Fan,135,NSCH,,CitationShares Management LLC,0.0,0.0,0.0,3.0,VMC,,Water contamination in the pitch trim actuators.,25-09-2020
71143,20111205X94939,Accident,WPR12LA052,2011-12-02,"San Carlos, CA",United States,373044N,0122150W,SQL,San Carlos Airport,Non-Fatal,Substantial,Airplane,N23852,beech,76,No,2.0,Reciprocating,091,,Instructional,Bel-Air International,0.0,0.0,0.0,2.0,VMC,,The collapse of the right main landing gear during the turn off the runway due to the failure of the A-frame assembly.,25-09-2020
71144,20111206X05636,Accident,WPR12LA053,2011-12-02,"Oakland, CA",United States,374345N,1221427W,OAK,Oakland International Airport,Non-Fatal,Unknown,Airplane,N261WN,boeing,737-7H4,No,2.0,Turbo Fan,121,SCHD,,SOUTHWEST AIRLINES CO,0.0,2.0,1.0,97.0,VMC,,The flight crews flight into known severe turbulence associated with mountain wave activity.,25-09-2020
71148,20120312X00949,Incident,ENG12IA013,2011-12-03,"Denver International Airport, CO",United States,395058N,0104422W,KDEN,Denver International Airport,,Minor,Airplane,N247GL,beech,1900D,No,2.0,Turbo Prop,121,SCHD,,GREAT LAKES AVIATION LTD,0.0,0.0,0.0,0.0,,,A failure of the nose landing gear end cap due to fatigue. Contributing to the failure were the ineffective inspection and the unknown effect of grain direction on fatigue life.,25-09-2020
71162,20111213X35101,Accident,ANC12CA012,2011-12-08,"Kaltag, AK",United States,064198N,1584429W,PAKV,Kaltag,Non-Fatal,Substantial,Airplane,N300ED,piper,PA-31-350,No,2.0,Reciprocating,135,NSCH,,WARBELOWS AIR VENTURES INC,0.0,0.0,0.0,3.0,IMC,,The pilot landed without lowering the landing gear. Contributing to the accident was the pilot's self-reported fatigue.,25-09-2020
71165,20111209X74224,Accident,CEN12FA100,2011-12-09,"Sioux Falls, SD",United States,433532N,0096457W,FSD,Joe Foss Field,Fatal,Substantial,Airplane,N421SY,cessna,421C,No,2.0,Reciprocating,135,NSCH,,Quest Aviation Inc.,4.0,0.0,0.0,0.0,VMC,,"The pilots failure to maintain adequate airspeed after shutting down one engine, which resulted in an inadvertent aerodynamic stall and impact with terrain. Contributing to the accident was the pilots failure to follow the guidance contained in the pilots operating handbook, which advised feathering the propeller of the secured engine and retracting the flaps and landing gear.",25-09-2020
71167,20111213X31519,Accident,CEN12CA104,2011-12-09,"Pampa, TX",United States,035377N,1005938W,PPA,Perry Lefors Field Airport,Non-Fatal,Substantial,Airplane,N421CE,cessna,421B,No,2.0,Reciprocating,091,,Personal,REINHART PAUL ERIC,0.0,0.0,0.0,4.0,IMC,,"The pilot's inadequate aircraft control during landing, which resulted in a hard landing.",25-09-2020
71168,20111214X53854,Accident,DCA12CA021,2011-12-09,"Atlanta, GA",United States,333755N,0842559W,ATL,Hartsfield - Jackson Atlanta I,Non-Fatal,Minor,Airplane,N303DQ,boeing,737-732,No,2.0,Turbo Fan,121,SCHD,,DELTA AIR LINES INC,0.0,0.0,0.0,279.0,VMC,,the failure of the captain of N303DQ to maintain a safe clearance from N583NW that was stopped on the taxiway.,25-09-2020
71181,20111215X93518,Accident,CEN12WA105,2011-12-15,"Ottawa, Canada",Canada,451921N,0075409W,CYOW,Ottawa MacDonald-Cartier Intl,Fatal,Substantial,Airplane,C-FEFQ,cessna,177A,No,,Reciprocating,NUSN,,Unknown,7819986 Canada Ltd.,2.0,0.0,0.0,0.0,IMC,,,03-11-2020
71183,20111220X13530,Accident,CEN12LA110,2011-12-15,"Midland, TX",United States,032011N,1025034W,MDD,Midland Airpark,Non-Fatal,Substantial,Airplane,N275D,beech,95-B55,No,2.0,Reciprocating,091,,Personal,MIDLAND COLLEGE,0.0,0.0,0.0,2.0,VMC,,"The pilots improper fuel management during the flight, which resulted in a total loss of engine power.",25-09-2020
